文章名称,发布时间,对应链接
【马院】南理工马克思主义学院来院调研交流 ,2017-06-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215617.html
【理学院】“理学大讲堂”开讲科技论文写作与规范 ,2017-05-31 ,http://news.njfu.edu.cn/ybdt/20210517/i215610.html
【学工处】快乐游玩，放飞心情——我校第四届心理游园会成功举办 ,2017-05-27 ,http://news.njfu.edu.cn/ybdt/20210517/i215607.html
【学工处】学校举办第七期大学生就业能力培训班 ,2017-05-26 ,http://news.njfu.edu.cn/ybdt/20210517/i215595.html
【林学院】林学院举办“NFU-UNB 3+1+1”项目经验交流会 ,2017-05-23 ,http://news.njfu.edu.cn/ybdt/20210517/i215589.html
【马克思主义学院】河海大学马克思主义学院黄明理教授来校作报告 ,2017-05-23 ,http://news.njfu.edu.cn/ybdt/20210517/i215586.html
【化工院】吴勇当选玄武区书法家协会第一届主席 ,2017-05-22 ,http://news.njfu.edu.cn/ybdt/20210517/i215567.html
【体育部】我校学子应邀参加首届玄武春季运动会暨第十二届玄武区运动会开幕式表演 ,2017-05-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215578.html
【家居院】水杉大讲堂带伯藜学子领略设计创新之美 ,2017-05-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215575.html
【理学院】理学院与淮安圆隆塑料科技有限公司共建教学科研实习实践基地 ,2017-05-16 ,http://news.njfu.edu.cn/ybdt/20210517/i215572.html
【组织部】华南农大来校调研目标管理考核制度 ,2017-05-15 ,http://news.njfu.edu.cn/ybdt/20210517/i215564.html
【理学院】2007届信息与计算专业校友聚首母校 共叙深情 ,2017-05-12 ,http://news.njfu.edu.cn/ybdt/20210517/i215579.html
【校团委】黄菡教授做客“水杉艺文空间”青年公开课 ,2017-05-11 ,http://news.njfu.edu.cn/ybdt/20210517/i215561.html
【机电院】机电院举行辅导员职业生涯发展交流会 ,2017-05-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215559.html
【理学院】拓宽招生宣传途径，理学院参加江苏省锡山高级中学 “百有十年校庆·大学节” ,2017-05-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215556.html
【校团委】人文社科类青年教师联谊会成立暨科研经验分享会举行 ,2017-05-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215554.html
【林学院】“创新•青春”创新营销大赛成功举办 ,2017-05-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215551.html
【家居院】 “致未知的你”手写明信片活动成功举办 ,2017-05-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215549.html
【马院】学院召开会议学习贯彻教育部文件精神 ,2017-05-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215546.html
【学工处】我校开展第九期辅导员、班主任心理健康教育培训 ,2017-04-28 ,http://news.njfu.edu.cn/ybdt/20210517/i215543.html
【化工院】化学工程学院举办2017年“毕业生经验分享交流会” ,2017-04-26 ,http://news.njfu.edu.cn/ybdt/20210517/i215537.html
【家居院】以我手写我心——书法心理漫谈活动成功举办 ,2017-04-26 ,http://news.njfu.edu.cn/ybdt/20210517/i215535.html
【林学院】心理健康教育专题培训讲座成功举办 ,2017-04-26 ,http://news.njfu.edu.cn/ybdt/20210517/i215532.html
【理学院】宿舍心理信息员培训讲座成功举办 ,2017-04-25 ,http://news.njfu.edu.cn/ybdt/20210517/i215529.html
【经管院】经管院第三十五期入党积极分子培训班专题学习习近平治国理政新理念 ,2017-04-24 ,http://news.njfu.edu.cn/ybdt/20210517/i215526.html
【团委】工科类青年教师联谊会成立暨科研经验分享会成功举办 ,2017-04-21 ,http://news.njfu.edu.cn/ybdt/20210517/i215523.html
【马院】曹顺仙、刘海龙入选省高等学校思想政治理论课教学指导委员会 ,2017-04-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215503.html
【校团委】团省委对我校利用“PU”平台开展第二课堂工作给予肯定 ,2017-04-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215500.html
【校团委】王传宝教授来校畅谈中国国际安全形势 ,2017-04-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215497.html
【人文院】学生创业机构牵线搭桥，人文学院1天签5家实习基地 ,2017-04-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215494.html
【家居院】家居院第一届 “情系南林 唱响班歌”决赛成功举办 ,2017-04-11 ,http://news.njfu.edu.cn/ybdt/20210517/i215492.html
【信息院】党员集体观看热播剧 领会从严治党大决心 ,2017-04-07 ,http://news.njfu.edu.cn/ybdt/20210517/i215484.html
【化工院】南京林业大学化学工程学院第一届大学生化工设计竞赛成功落幕 ,2017-04-07 ,http://news.njfu.edu.cn/ybdt/20210517/i215480.html
【外语院】前事不忘，后事之师——外语院与侵华日军南京大屠杀遇难同胞纪念馆共建爱国主义... ,2017-04-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215477.html
【理学院】樱花烂漫正逢春，校友重聚情谊深 ,2017-04-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215476.html
【理学院】理学院举办教学审核评估动员大会 ,2017-03-30 ,http://news.njfu.edu.cn/ybdt/20210517/i213605.html
【化工院】化工学院举办优秀大学生赴海外创新创业课堂汇报交流会 ,2017-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i213823.html
【理学院】南京理工大学理学院研究生会应邀来我校交流访问 ,2017-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i213859.html
【家居院】家居院“致力社区传统文化，提振社区文化自信”下乡活动之二----走进六合社... ,2017-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i213865.html
【林学院】与学霸对话 剑指四六级 ,2017-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i213868.html
【经管院】提早预热 双向沟通 备战2017年招生工作 ,2017-03-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213892.html
【校团委】“挥舞的球拍划完美弧线”—砂板乒乓球世锦赛冠军严魏豪与我校学子畅谈理想 ,2017-03-22 ,http://news.njfu.edu.cn/ybdt/20210517/i214137.html
【林学院】林学与生物环境类学科青年教师联谊会举办学术论坛 ,2017-03-22 ,http://news.njfu.edu.cn/ybdt/20210517/i214174.html
【家居院】家居院“致力社区传统文化，提振社区文化自信”实践活动正式启动 ,2017-03-22 ,http://news.njfu.edu.cn/ybdt/20210517/i214171.html
【国教院】国教院举办“留学生学报论文发表”讲座 ,2017-03-21 ,http://news.njfu.edu.cn/ybdt/20210517/i214502.html
【经管院】新加坡特许科技学院为经管学子设立CIMA奖学金 ,2017-03-20 ,http://news.njfu.edu.cn/ybdt/20210517/i214500.html
【生物院】用行动为世界添一抹绿 ,2017-03-17 ,http://news.njfu.edu.cn/ybdt/20210517/i214535.html
【林学院】精彩女生节 靓丽青春行 ,2017-03-17 ,http://news.njfu.edu.cn/ybdt/20210517/i214544.html
【交通院】南京林业大学“专接本（3+2）”人才培养模式研讨会在江苏海事职业技术学院举... ,2017-03-10 ,http://news.njfu.edu.cn/ybdt/20210517/i215195.html
【机电院】温情三月学雷锋，不负青春不负卿 ,2017-03-08 ,http://news.njfu.edu.cn/ybdt/20210517/i215310.html
【生物院】“传雷锋精神，弘时代新风”——生物院志愿者在行动 ,2017-03-07 ,http://news.njfu.edu.cn/ybdt/20210517/i215463.html
【信息院】雷锋日信息院学子走进锁金社区开展电脑义诊活动 ,2017-03-07 ,http://news.njfu.edu.cn/ybdt/20210517/i215459.html
【机电院】机器人协会寒假直播培训获社员称赞 ,2017-03-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215470.html
【马克思主义学院】厦门大学曹剑波教授应邀来校作学术报告 ,2017-03-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215467.html
【林学院】陈赢男老师入选中国科协“青年人才托举工程”项目 ,2017-03-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215465.html
【校团委】“水杉杯”江苏省大学生话剧展演月落下帷幕 ,2017-01-15 ,http://news.njfu.edu.cn/ybdt/20210517/i215454.html
【人文院】 “千乡万村”实践小分队再获“全国优秀小分队”称号 ,2017-01-12 ,http://news.njfu.edu.cn/ybdt/20210517/i215447.html
【交通院】我校“第九届交通科技大赛”成功举办 ,2017-01-06 ,http://news.njfu.edu.cn/ybdt/20210517/i215442.html
【轻工院】用义卖传递爱心 ,2016-12-30 ,http://news.njfu.edu.cn/ybdt/20210517/i215433.html
【林学院】“神奇植物在哪里”——林学院志愿者赴锁金二小义教 ,2016-12-30 ,http://news.njfu.edu.cn/ybdt/20210517/i215430.html
【艺术院】公共艺术系举办“第二届课程作业联展” ,2016-12-28 ,http://news.njfu.edu.cn/ybdt/20210517/i215422.html
【理学院】理学院第五次回访“优质生源基地” ,2016-12-27 ,http://news.njfu.edu.cn/ybdt/20210517/i215413.html
【机电院】斯蒂尔公司来我校商讨合作事宜 ,2016-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i215444.html
【校团委】奥运冠军赵蕊蕊作客“水杉艺文空间”青年公开课 ,2016-12-22 ,http://news.njfu.edu.cn/ybdt/20210517/i215427.html
【校团委】奥运冠军陆春龙进校 与南林学子畅谈理想 ,2016-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i215398.html
【交通院】羊玢副教授获“江苏省机械工程学会先进工作者”称号 ,2016-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i215392.html
【轻工院】一言之辩，重于九鼎之宝 三寸之舌，强于百万之师 ,2016-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i215389.html
【理学院】理学院举办“规划人生，成人成才”讲座 ,2016-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215386.html
【离退休处、宣传部、武装部】勿忘国耻 兵心依旧——国家公祭日新老兵座谈会成功举办 ,2016-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215379.html
【经管院】“笃经管之学，领南林之风”——经管院学风建设月顺利落幕 ,2016-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215407.html
【轻工院】多家知名外企负责人对话轻工学子 ,2016-12-15 ,http://news.njfu.edu.cn/ybdt/20210517/i215374.html
【学工处】我校两位同学获省第十一届大学生职业规划大赛中再创佳绩 ,2016-12-14 ,http://news.njfu.edu.cn/ybdt/20210517/i215368.html
【学工处】我校赴句容协商大学生创业园分园建设工作 ,2016-12-14 ,http://news.njfu.edu.cn/ybdt/20210517/i215366.html
【国教院】我校留学生参加“第三届丝路青年行”活动 ,2016-12-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215364.html
【林学院】林学院师生畅谈当代青年的责任与担任 ,2016-12-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215362.html
【研究生院】杨平院长一行参加东部地区农林学科研究生教育第三届学术研讨会 ,2016-12-12 ,http://news.njfu.edu.cn/ybdt/20210517/i215360.html
【研究生院】我校在全国农林研究生培养研究会第三届学术交流会上获优秀论文一等奖 ,2016-12-12 ,http://news.njfu.edu.cn/ybdt/20210517/i215358.html
【交通院】交通学院学生志愿者举办“交通安全日”主题宣传活动 ,2016-12-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215357.html
【机电院】赵茂程教授为机械电子工程学院学生作学术报告 ,2016-12-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215356.html
【机电院】机械电子工程学院召开第二届班主任论坛 ,2016-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i215351.html
【学工处】我校原创心理剧《破晓》获仙林大学城校园心理情景剧大赛一等奖 ,2016-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i215347.html
【理学院】不忘初心，继续前进——“两学一做”系列活动之“我们的长征精神” ,2016-12-02 ,http://news.njfu.edu.cn/ybdt/20210517/i215341.html
【机电院】做好新生心理辅导 积极适应大学生活 ,2016-12-02 ,http://news.njfu.edu.cn/ybdt/20210517/i215337.html
【理学院】 一场别具特色的“感恩教育” ,2016-11-29 ,http://news.njfu.edu.cn/ybdt/20210517/i215333.html
【林学院】与理想对话 展创业梦想 ,2016-11-29 ,http://news.njfu.edu.cn/ybdt/20210517/i215329.html
【艺术院】我校艺术设计学院田晓冬教授应安徽省教委邀请赴安徽“2016国培计划”授课 ,2016-11-25 ,http://news.njfu.edu.cn/ybdt/20210517/i215315.html
【理学院】理是我生命的一首歌----2016级迎新晚会成功举办 ,2016-11-24 ,http://news.njfu.edu.cn/ybdt/20210517/i215320.html
【生物院】生物与环境学院举办“绿色梦、生态梦、我的梦”主题演讲比赛 ,2016-11-23 ,http://news.njfu.edu.cn/ybdt/20210517/i215308.html
【化工院】左宋林教授应邀到日本活性炭技术研究会做专题报告 ,2016-11-22 ,http://news.njfu.edu.cn/ybdt/20210517/i215305.html
【外语院】肖飞教授与2016级学生谈大学英语学习 ,2016-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215302.html
【马院、组织部、期刊部】联合举办“共产党员的先锋模范作用”主题教育活动 ,2016-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215300.html
【林学院】林学院开展形势与政策课教学工作 ,2016-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215297.html
【家居院】家居学院代表队在“校新生杯羽毛球赛”中夺冠 ,2016-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215294.html
【林学院】“你好，拖布卡”爱心暖冬公益活动成功举办 ,2016-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215292.html
【外语院】侯婉卿同学获全国第九届“朝日杯”日语演讲总决赛三等奖 ,2016-11-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215290.html
【信息院】信息院学子捧得第41届国际程序设计竞赛亚洲区铜奖 ,2016-11-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215287.html
【机电院】机械电子工程学院第20届迎新晚会成功举办 ,2016-11-09 ,http://news.njfu.edu.cn/ybdt/20210517/i215269.html
【经管院】“建设新生态，开启新长征”—— 经管院举办纪念红军长征80周年党日活动 ,2016-11-03 ,http://news.njfu.edu.cn/ybdt/20210517/i215258.html
【理学院】理学院举办2015-2016学年陶学子分享会 ,2016-11-03 ,http://news.njfu.edu.cn/ybdt/20210517/i215254.html
【马院】曹顺仙等应邀参加“中国社会主义生态文明研究小组”2016学术年会 ,2016-11-02 ,http://news.njfu.edu.cn/ybdt/20210517/i215247.html
【国教院】APFNet奖学金项目学生参加国际林联主题训练营 ,2016-11-02 ,http://news.njfu.edu.cn/ybdt/20210517/i215243.html
【经管院】献爱心缅怀校友　敬法纪弘扬正气 ,2016-11-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215239.html
【理学院】鸡蛋撞地球　撞出大创意 ,2016-11-01 ,http://news.njfu.edu.cn/ybdt/20210517/i215235.html
【理学院】理学院一篇论文入选中国精品科技期刊顶尖论文 ,2016-10-31 ,http://news.njfu.edu.cn/ybdt/20210517/i215231.html
【林学院】林学院举办“揭开心灵世界的神秘面纱——从自我意识看自我成长之漫谈”心理讲座 ,2016-10-31 ,http://news.njfu.edu.cn/ybdt/20210517/i215224.html
【期刊部】我校2本学报通过江苏省科技类学术期刊出版质量评估 ,2016-10-25 ,http://news.njfu.edu.cn/ybdt/20210517/i215211.html
【交通院】“南京科协大讲堂”在我校开讲 ,2016-10-21 ,http://news.njfu.edu.cn/ybdt/20210517/i215207.html
【图书馆】图书馆组织教师书展采书 ,2016-10-21 ,http://news.njfu.edu.cn/ybdt/20210517/i215203.html
【轻工院】轻工科学与工程学院“一见‘轻’心”迎新联欢晚会成功举办 ,2016-10-20 ,http://news.njfu.edu.cn/ybdt/20210517/i215199.html
【研究生院】用脚步丈量晋西乡村 学习肖亚洲“厚土”精神 ,2016-10-17 ,http://news.njfu.edu.cn/ybdt/20210517/i215191.html
【林学院】林学院举办“心系远方，寄信思情”活动 ,2016-10-13 ,http://news.njfu.edu.cn/ybdt/20210517/i215188.html
